WQ_Station_Name,Year,Parameter_Type,Value,Block
Near Dhanmondi-32 Bridge,2020,Biochemical Oxygen Demand,8.68,B24
Near Dhanmondi-32 Bridge,2021,Biochemical Oxygen Demand,8.22,B24
Near Dhanmondi-32 Bridge,2022,Biochemical Oxygen Demand,4.83,B24
Near Dhanmondi-32 Bridge,2023,Biochemical Oxygen Demand,6.8,B24
Badda-Gulshan Link Road Bridge,2020,Biochemical Oxygen Demand,25.2,B24
Badda-Gulshan Link Road Bridge,2021,Biochemical Oxygen Demand,23.56,B24
Badda-Gulshan Link Road Bridge,2022,Biochemical Oxygen Demand,27.25,B24
Badda-Gulshan Link Road Bridge,2023,Biochemical Oxygen Demand,20.43,B24
Rampura Bridge,2020,Biochemical Oxygen Demand,23.57,B24
Rampura Bridge,2021,Biochemical Oxygen Demand,16.33,B24
Rampura Bridge,2022,Biochemical Oxygen Demand,22.75,B24
Rampura Bridge,2023,Biochemical Oxygen Demand,21.27,B24
FDC More Bridge,2020,Biochemical Oxygen Demand,23.67,B24
FDC More Bridge,2021,Biochemical Oxygen Demand,22.44,B24
FDC More Bridge,2022,Biochemical Oxygen Demand,27.5,B24
FDC More Bridge,2023,Biochemical Oxygen Demand,13.53,B24
Karnaphuli Mohona,2019,Biochemical Oxygen Demand,28.75,B29
Karnaphuli Mohona,2020,Biochemical Oxygen Demand,7,B29
Karnaphuli Mohona,2021,Biochemical Oxygen Demand,24,B29
1 km straight from Patenga Sea Beach,2019,Biochemical Oxygen Demand,26.25,B29
1 km straight from Patenga Sea Beach,2020,Biochemical Oxygen Demand,6,B29
1 km straight from Patenga Sea Beach,2021,Biochemical Oxygen Demand,16,B29
Patenga Charpara,2019,Biochemical Oxygen Demand,27.5,B29
Patenga Charpara,2020,Biochemical Oxygen Demand,4,B29
Patenga Charpara,2021,Biochemical Oxygen Demand,15,B29
1 km straight from CEPZ,2019,Biochemical Oxygen Demand,29.5,B29
1 km straight from CEPZ,2020,Biochemical Oxygen Demand,8,B29
1 km straight from CEPZ,2021,Biochemical Oxygen Demand,18,B29
Vatiyari Shipyard area,2019,Biochemical Oxygen Demand,26,B29
Vatiyari Shipyard area,2020,Biochemical Oxygen Demand,39,B29
Vatiyari Shipyard area,2021,Biochemical Oxygen Demand,14,B29
Karnaphuli Mohona,2019,Chemical Oxygen Demand,617,B30
Karnaphuli Mohona,2020,Chemical Oxygen Demand,156,B30
Karnaphuli Mohona,2021,Chemical Oxygen Demand,110,B30
1 km straight from Patenga Sea Beach,2019,Chemical Oxygen Demand,743,B30
1 km straight from Patenga Sea Beach,2020,Chemical Oxygen Demand,132,B30
1 km straight from Patenga Sea Beach,2021,Chemical Oxygen Demand,106,B30
Patenga Charpara,2019,Chemical Oxygen Demand,637.5,B30
Patenga Charpara,2020,Chemical Oxygen Demand,79,B30
Patenga Charpara,2021,Chemical Oxygen Demand,97,B30
1 km straight from CEPZ,2019,Chemical Oxygen Demand,715,B30
1 km straight from CEPZ,2020,Chemical Oxygen Demand,169,B30
1 km straight from CEPZ,2021,Chemical Oxygen Demand,102,B30
Vatiyari Shipyard area,2019,Chemical Oxygen Demand,487.75,B30
Vatiyari Shipyard area,2020,Chemical Oxygen Demand,132,B30
Vatiyari Shipyard area,2021,Chemical Oxygen Demand,94,B30
Karnaphuli Mohona,2019,pH,7.72,B31
Karnaphuli Mohona,2020,pH,7.28,B31
Karnaphuli Mohona,2021,pH,7.42,B31
Karnaphuli Mohona,2022,pH,7.68,B31
Karnaphuli Mohona,2023,pH,7.36,B31
Karnaphuli Mohona,2024,pH,7.86,B31
1 km straight from Patenga Sea Beach,2019,pH,7.84,B31
1 km straight from Patenga Sea Beach,2020,pH,6.94,B31
1 km straight from Patenga Sea Beach,2021,pH,7.31,B31
1 km straight from Patenga Sea Beach,2022,pH,7.89,B31
1 km straight from Patenga Sea Beach,2023,pH,7.46,B31
1 km straight from Patenga Sea Beach,2024,pH,7.92,B31
Patenga Charpara,2019,pH,7.65,B31
Patenga Charpara,2020,pH,7.05,B31
Patenga Charpara,2021,pH,6.11,B31
Patenga Charpara,2022,pH,7.78,B31
Patenga Charpara,2023,pH,7.89,B31
Patenga Charpara,2024,pH,8.13,B31
1 km straight from CEPZ,2019,pH,7.81,B31
1 km straight from CEPZ,2020,pH,7.03,B31
1 km straight from CEPZ,2021,pH,6.15,B31
1 km straight from CEPZ,2022,pH,7.65,B31
1 km straight from CEPZ,2023,pH,7.8,B31
1 km straight from CEPZ,2024,pH,8.3,B31
Vatiyari Shipyard area,2019,pH,7.59,B31
Vatiyari Shipyard area,2020,pH,7.8,B31
Vatiyari Shipyard area,2021,pH,7.47,B31
Vatiyari Shipyard area,2022,pH,7.59,B31
Vatiyari Shipyard area,2023,pH,8,B31
Vatiyari Shipyard area,2024,pH,7.8,B31
Joramtol Shipyard Area,2019,pH,7.8,B31
Sandwip Ghat,2019,pH,8.05,B31
Karnaphuli Mohona,2019,Salinity,10.93,B32
Karnaphuli Mohona,2020,Salinity,4.9,B32
Karnaphuli Mohona,2021,Salinity,13.36,B32
Karnaphuli Mohona,2022,Salinity,14.52,B32
Karnaphuli Mohona,2023,Salinity,14.1,B32
Karnaphuli Mohona,2024,Salinity,4.8,B32
1 km straight from Patenga Sea Beach,2019,Salinity,11.86,B32
1 km straight from Patenga Sea Beach,2020,Salinity,4.3,B32
1 km straight from Patenga Sea Beach,2021,Salinity,12.09,B32
1 km straight from Patenga Sea Beach,2022,Salinity,13.25,B32
1 km straight from Patenga Sea Beach,2023,Salinity,14.7,B32
1 km straight from Patenga Sea Beach,2024,Salinity,4.8,B32
Patenga Charpara,2019,Salinity,11.3,B32
Patenga Charpara,2020,Salinity,12.3,B32
Patenga Charpara,2021,Salinity,14.56,B32
Patenga Charpara,2022,Salinity,15.63,B32
Patenga Charpara,2023,Salinity,15.2,B32
Patenga Charpara,2024,Salinity,5.1,B32
1 km straight from CEPZ,2019,Salinity,11.27,B32
1 km straight from CEPZ,2020,Salinity,2.2,B32
1 km straight from CEPZ,2021,Salinity,15.57,B32
1 km straight from CEPZ,2022,Salinity,17.23,B32
1 km straight from CEPZ,2023,Salinity,15.6,B32
1 km straight from CEPZ,2024,Salinity,6.3,B32
Vatiyari Shipyard area,2019,Salinity,8.41,B32
Vatiyari Shipyard area,2020,Salinity,14.5,B32
Vatiyari Shipyard area,2021,Salinity,12.74,B32
Vatiyari Shipyard area,2022,Salinity,12.45,B32
Vatiyari Shipyard area,2023,Salinity,14.5,B32
Vatiyari Shipyard area,2024,Salinity,11,B32
Joramtol Shipyard Area,2019,Salinity,9.94,B32
Sandwip Ghat,2019,Salinity,10.42,B32
Karnaphuli Mohona,2019,Dissolved Oxygen,7.83,B33
Karnaphuli Mohona,2020,Dissolved Oxygen,7.12,B33
Karnaphuli Mohona,2021,Dissolved Oxygen,6.59,B33
Karnaphuli Mohona,2022,Dissolved Oxygen,7.58,B33
Karnaphuli Mohona,2023,Dissolved Oxygen,7.46,B33
Karnaphuli Mohona,2024,Dissolved Oxygen,8.15,B33
1 km straight from Patenga Sea Beach,2019,Dissolved Oxygen,7.75,B33
1 km straight from Patenga Sea Beach,2020,Dissolved Oxygen,6.65,B33
1 km straight from Patenga Sea Beach,2021,Dissolved Oxygen,7.23,B33
1 km straight from Patenga Sea Beach,2022,Dissolved Oxygen,7.3,B33
1 km straight from Patenga Sea Beach,2023,Dissolved Oxygen,7.61,B33
1 km straight from Patenga Sea Beach,2024,Dissolved Oxygen,8.32,B33
Patenga Charpara,2019,Dissolved Oxygen,7.42,B33
Patenga Charpara,2020,Dissolved Oxygen,6.68,B33
Patenga Charpara,2021,Dissolved Oxygen,7.64,B33
Patenga Charpara,2022,Dissolved Oxygen,7.68,B33
Patenga Charpara,2023,Dissolved Oxygen,6.98,B33
Patenga Charpara,2024,Dissolved Oxygen,8.4,B33
1 km straight from CEPZ,2019,Dissolved Oxygen,7.53,B33
1 km straight from CEPZ,2020,Dissolved Oxygen,6.99,B33
1 km straight from CEPZ,2021,Dissolved Oxygen,7.49,B33
1 km straight from CEPZ,2022,Dissolved Oxygen,7.54,B33
1 km straight from CEPZ,2023,Dissolved Oxygen,6.9,B33
1 km straight from CEPZ,2024,Dissolved Oxygen,9.64,B33
Vatiyari Shipyard area,2019,Dissolved Oxygen,7.29,B33
Vatiyari Shipyard area,2020,Dissolved Oxygen,7.45,B33
Vatiyari Shipyard area,2021,Dissolved Oxygen,7.52,B33
Vatiyari Shipyard area,2022,Dissolved Oxygen,7.62,B33
Vatiyari Shipyard area,2023,Dissolved Oxygen,7.99,B33
Vatiyari Shipyard area,2024,Dissolved Oxygen,6.8,B33
Joramtol Shipyard Area,2019,Dissolved Oxygen,7.5,B33
Sandwip Ghat,2019,Dissolved Oxygen,7.55,B33
Karnaphuli Mohona,2019,Plastic and Marine Debris,4193,B34
1 km straight from Patenga Sea Beach,2019,Plastic and Marine Debris,860,B34
Patenga Charpara,2019,Plastic and Marine Debris,146,B34
1 km straight from CEPZ,2019,Plastic and Marine Debris,90,B34
Vatiyari Shipyard area,2019,Plastic and Marine Debris,36,B34
Joramtol Shipyard Area,2019,Plastic and Marine Debris,610,B34
Sandwip Ghat,2019,Plastic and Marine Debris,237,B34
